id,old_comment,new_comment,old_code,new_code,score,idx,label
apache_lucene-solr-45-2431,the distance metric .,"the distance metric , in aggregation form .","public double path distance ( final planet model planet model , final distance style distance style , final double x , final double y , final double z ) { if ( ! is within ( x , y , z ) ) return double . positive _ infinity ; final double perp x = normalized connecting plane . y * z - normalized connecting plane . z * y ; final double perp y = normalized connecting plane . z * x - normalized connecting plane . x * z ; final double perp z = normalized connecting plane . x * y - normalized connecting plane . y * x ; final double magnitude = math . sqrt ( perp x * perp x + perp y * perp y + perp z * perp z ) ; if ( math . abs ( magnitude ) < vector . minimum _ resolution ) return distance style . compute distance ( start , x , y , z ) ; final double norm factor = num / magnitude ; final plane normalized perp plane = new plane ( perp x * norm factor , perp y * norm factor , perp z * norm factor , num ) ; final geo point [ ] intersection points = normalized connecting plane . find intersections ( planet model , normalized perp plane ) ; geo point the point ; if ( intersection points . length = = num ) throw new runtime exception ( str + x + str + y + str + z ) ; else if ( intersection points . length = = num ) the point = intersection points [ num ] ; else { if ( start cutoff plane . is within ( intersection points [ num ] ) & & end cutoff plane . is within ( intersection points [ num ] ) ) the point = intersection points [ num ] ; else if ( start cutoff plane . is within ( intersection points [ num ] ) & & end cutoff plane . is within ( intersection points [ num ] ) ) the point = intersection points [ num ] ; else throw new runtime exception ( str + x + str + y + str + z ) ; } return distance style . compute distance ( the point , x , y , z ) + distance style . compute distance ( start , the point . x , the point . y , the point . z ) ; }","public double path distance ( final planet model planet model , final distance style distance style , final double x , final double y , final double z ) { if ( ! is within ( x , y , z ) ) return double . positive _ infinity ; final double perp x = normalized connecting plane . y * z - normalized connecting plane . z * y ; final double perp y = normalized connecting plane . z * x - normalized connecting plane . x * z ; final double perp z = normalized connecting plane . x * y - normalized connecting plane . y * x ; final double magnitude = math . sqrt ( perp x * perp x + perp y * perp y + perp z * perp z ) ; if ( math . abs ( magnitude ) < vector . minimum _ resolution ) return distance style . to aggregation form ( distance style . compute distance ( start , x , y , z ) ) ; final double norm factor = num / magnitude ; final plane normalized perp plane = new plane ( perp x * norm factor , perp y * norm factor , perp z * norm factor , num ) ; final geo point [ ] intersection points = normalized connecting plane . find intersections ( planet model , normalized perp plane ) ; geo point the point ; if ( intersection points . length = = num ) throw new runtime exception ( str + x + str + y + str + z ) ; else if ( intersection points . length = = num ) the point = intersection points [ num ] ; else { if ( start cutoff plane . is within ( intersection points [ num ] ) & & end cutoff plane . is within ( intersection points [ num ] ) ) the point = intersection points [ num ] ; else if ( start cutoff plane . is within ( intersection points [ num ] ) & & end cutoff plane . is within ( intersection points [ num ] ) ) the point = intersection points [ num ] ; else throw new runtime exception ( str + x + str + y + str + z ) ; } return distance style . aggregate distances ( distance style . to aggregation form ( distance style . compute distance ( the point , x , y , z ) ) , distance style . to aggregation form ( distance style . compute distance ( start , the point . x , the point . y , the point . z ) ) ) ; }",0.47363148132960003,1952,1
apache_manifoldcf-65-4782,"true if the resource exists , false otherwise .","read status - either found , not found , or bad args","public static boolean execute read command ( ithread context tc , configuration output , string path , map < string , list < string > > query parameters ) throws manifold cfexception { if ( path . equals ( str ) ) { return api read jobs ( tc , output ) ; } else if ( path . starts with ( str ) ) { long job id = new long ( path . substring ( str . length ( ) ) ) ; return api read job ( tc , output , job id ) ; } else if ( path . starts with ( str ) ) { int first separator = str . length ( ) ; string connection name = decode apipath element ( path . substring ( first separator ) ) ; return api read repository connection history ( tc , output , connection name , query parameters ) ; } else if ( path . starts with ( str ) ) { int first separator = str . length ( ) ; int second separator = path . index of ( str , first separator ) ; if ( second separator = = - num ) { create error node ( output , str ) ; return false ; } string connection type = path . substring ( first separator , second separator ) ; string connection name = decode apipath element ( path . substring ( second separator + num ) ) ; if ( connection type . equals ( str ) ) { return api read output connection status ( tc , output , connection name ) ; } else if ( connection type . equals ( str ) ) { return api read authority connection status ( tc , output , connection name ) ; } else if ( connection type . equals ( str ) ) { return api read repository connection status ( tc , output , connection name ) ; } else { create error node ( output , str + connection type + str ) ; return false ; } } else if ( path . starts with ( str ) ) { int first separator = str . length ( ) ; int second separator = path . index of ( str , first separator ) ; if ( second separator = = - num ) { create error node ( output , str ) ; return false ; } int third separator = path . index of ( str , second separator + num ) ; if ( third separator = = - num ) { create error node ( output , str ) ; return false ; } string connection type = path . substring ( first separator , second separator ) ; string connection name = decode apipath element ( path . substring ( second separator + num , third separator ) ) ; string command = path . substring ( third separator + num ) ; if ( connection type . equals ( str ) ) { return api read output connection info ( tc , output , connection name , command ) ; } else if ( connection type . equals ( str ) ) { return api read repository connection info ( tc , output , connection name , command ) ; } else { create error node ( output , str + connection type + str ) ; return false ; } } else if ( path . equals ( str ) ) { return api read job statuses ( tc , output ) ; } else if ( path . starts with ( str ) ) { long job id = new long ( path . substring ( str . length ( ) ) ) ; return api read job status ( tc , output , job id ) ; } else if ( path . starts with ( str ) ) { long job id = new long ( path . substring ( str . length ( ) ) ) ; return api read job status no counts ( tc , output , job id ) ; } else if ( path . equals ( str ) ) { return api read output connections ( tc , output ) ; } else if ( path . starts with ( str ) ) { string connection name = decode apipath element ( path . substring ( str . length ( ) ) ) ; return api read output connection ( tc , output , connection name ) ; } else if ( path . equals ( str ) ) { return api read authority connections ( tc , output ) ; } else if ( path . starts with ( str ) ) { string connection name = decode apipath element ( path . substring ( str . length ( ) ) ) ; return api read authority connection ( tc , output , connection name ) ; } else if ( path . equals ( str ) ) { return api read repository connections ( tc , output ) ; } else if ( path . starts with ( str ) ) { string connection name = decode apipath element ( path . substring ( str . length ( ) ) ) ; return api read repository connection ( tc , output , connection name ) ; } else if ( path . equals ( str ) ) { return api read output connectors ( tc , output ) ; } else if ( path . equals ( str ) ) { return api read authority connectors ( tc , output ) ; } else if ( path . equals ( str ) ) { return api read repository connectors ( tc , output ) ; } else { create error node ( output , str ) ; return false ; } }","public static int execute read command ( ithread context tc , configuration output , string path , map < string , list < string > > query parameters ) throws manifold cfexception { if ( path . equals ( str ) ) { return api read jobs ( tc , output ) ; } else if ( path . starts with ( str ) ) { long job id = new long ( path . substring ( str . length ( ) ) ) ; return api read job ( tc , output , job id ) ; } else if ( path . starts with ( str ) ) { int first separator = str . length ( ) ; string connection name = decode apipath element ( path . substring ( first separator ) ) ; return api read repository connection history ( tc , output , connection name , query parameters ) ; } else if ( path . starts with ( str ) ) { int first separator = str . length ( ) ; int second separator = path . index of ( str , first separator ) ; if ( second separator = = - num ) { create error node ( output , str ) ; return readresult _ notfound ; } string connection type = path . substring ( first separator , second separator ) ; string connection name = decode apipath element ( path . substring ( second separator + num ) ) ; if ( connection type . equals ( str ) ) { return api read output connection status ( tc , output , connection name ) ; } else if ( connection type . equals ( str ) ) { return api read authority connection status ( tc , output , connection name ) ; } else if ( connection type . equals ( str ) ) { return api read repository connection status ( tc , output , connection name ) ; } else { create error node ( output , str + connection type + str ) ; return readresult _ notfound ; } } else if ( path . starts with ( str ) ) { int first separator = str . length ( ) ; int second separator = path . index of ( str , first separator ) ; if ( second separator = = - num ) { create error node ( output , str ) ; return readresult _ notfound ; } int third separator = path . index of ( str , second separator + num ) ; if ( third separator = = - num ) { create error node ( output , str ) ; return readresult _ notfound ; } string connection type = path . substring ( first separator , second separator ) ; string connection name = decode apipath element ( path . substring ( second separator + num , third separator ) ) ; string command = path . substring ( third separator + num ) ; if ( connection type . equals ( str ) ) { return api read output connection info ( tc , output , connection name , command ) ; } else if ( connection type . equals ( str ) ) { return api read repository connection info ( tc , output , connection name , command ) ; } else { create error node ( output , str + connection type + str ) ; return readresult _ notfound ; } } else if ( path . equals ( str ) ) { return api read job statuses ( tc , output ) ; } else if ( path . starts with ( str ) ) { long job id = new long ( path . substring ( str . length ( ) ) ) ; return api read job status ( tc , output , job id ) ; } else if ( path . starts with ( str ) ) { long job id = new long ( path . substring ( str . length ( ) ) ) ; return api read job status no counts ( tc , output , job id ) ; } else if ( path . equals ( str ) ) { return api read output connections ( tc , output ) ; } else if ( path . starts with ( str ) ) { string connection name = decode apipath element ( path . substring ( str . length ( ) ) ) ; return api read output connection ( tc , output , connection name ) ; } else if ( path . equals ( str ) ) { return api read authority connections ( tc , output ) ; } else if ( path . starts with ( str ) ) { string connection name = decode apipath element ( path . substring ( str . length ( ) ) ) ; return api read authority connection ( tc , output , connection name ) ; } else if ( path . equals ( str ) ) { return api read repository connections ( tc , output ) ; } else if ( path . starts with ( str ) ) { string connection name = decode apipath element ( path . substring ( str . length ( ) ) ) ; return api read repository connection ( tc , output , connection name ) ; } else if ( path . equals ( str ) ) { return api read output connectors ( tc , output ) ; } else if ( path . equals ( str ) ) { return api read authority connectors ( tc , output ) ; } else if ( path . equals ( str ) ) { return api read repository connectors ( tc , output ) ; } else { create error node ( output , str ) ; return readresult _ notfound ; } }",0.30559951066970825,6349,0
alanma_Xydra-7-5766,the new xboolean list value which the specified boolean was removed from ( null if the given field had no xboolean list value ),the new xboolean list value which the specified boolean was removed from ( null if the given xfield had no xboolean list value ),"public static xboolean list value remove boolean from list ( xid actor id , xfield field , int index ) { xvalue value = field . get value ( ) ; if ( value instanceof xboolean list value ) { xboolean list value list value = ( xboolean list value ) value ; list < boolean > list = xx . as list ( list value ) ; list . remove ( index ) ; list value = to boolean list value ( list ) ; field . set value ( actor id , list value ) ; return list value ; } else { return null ; } }","public static xboolean list value remove boolean from list ( xid actor id , xfield field , int index ) { xvalue value = field . get value ( ) ; if ( value = = null ) { return null ; } if ( value instanceof xboolean list value ) { xboolean list value list value = ( xboolean list value ) value ; list < boolean > list = xx . as list ( list value ) ; list . remove ( index ) ; list value = to boolean list value ( list ) ; field . set value ( actor id , list value ) ; return list value ; } else { return null ; } }",0.8040183385213217,781,1
davideas_FlexibleAdapter-1-1892,a new instance of bottom sheet dialog,a new instance of bottom sheet section dialog,"public static bottom sheet dialog new instance ( @ layout res int layout res id ) { return new instance ( layout res id , null ) ; }","public static bottom sheet section dialog new instance ( @ layout res int layout res id ) { return new instance ( layout res id , null ) ; }",1.0,3607,1
vavr-io_vavr-502-1860,a match of type t,"this , the current instance of match .","public static < r > match . builder < r > caze ( 1 < ? , r > function ) { return new match . builder < r > ( ) . caze ( function ) ; }","public builder < r > caze ( 1 < ? , r > function ) { objects . require non null ( function , str ) ; cases . add ( caze ( none . instance ( ) , function ) ) ; return this ; }",0.33318227032820386,4034,0
apache_systemml-194-6832,true if a builtin function was found,expression if found otherwise null,"protected boolean build for built in function ( parser rule context ctx , string function name , array list < parameter expression > param expressions , action f ) { try { if ( functions . contains ( function name ) ) { return false ; } expression lsf = handle language specific function ( ctx , function name , param expressions ) ; if ( lsf ! = null ) { set file line column ( lsf , ctx ) ; f . execute ( lsf ) ; return true ; } builtin function expression bife = builtin function expression . get builtin function expression ( ctx , function name , param expressions , current file ) ; if ( bife ! = null ) { f . execute ( bife ) ; return true ; } parameterized builtin function expression pbife = parameterized builtin function expression . get param builtin function expression ( ctx , function name , param expressions , current file ) ; if ( pbife ! = null ) { f . execute ( pbife ) ; return true ; } data expression dbife = data expression . get data expression ( ctx , function name , param expressions , current file , error listener ) ; if ( dbife ! = null ) { f . execute ( dbife ) ; return true ; } } catch ( exception e ) { notify error listeners ( str + function name + str + e . get message ( ) , ctx . start ) ; return true ; } return false ; }","protected expression build for built in function ( parser rule context ctx , string function name , array list < parameter expression > param expressions ) { try { if ( functions . contains ( function name ) ) { return null ; } expression lsf = handle language specific function ( ctx , function name , param expressions ) ; if ( lsf ! = null ) { set file line column ( lsf , ctx ) ; return lsf ; } builtin function expression bife = builtin function expression . get builtin function expression ( ctx , function name , param expressions , current file ) ; if ( bife ! = null ) { return bife ; } parameterized builtin function expression pbife = parameterized builtin function expression . get param builtin function expression ( ctx , function name , param expressions , current file ) ; if ( pbife ! = null ) { return pbife ; } data expression dbife = data expression . get data expression ( ctx , function name , param expressions , current file , error listener ) ; if ( dbife ! = null ) { return dbife ; } } catch ( exception e ) { notify error listeners ( str + function name + str + e . get message ( ) , ctx . start ) ; } return null ; }",0.2841675380865733,5897,0
springfox_springfox-8-1380,this swagger spring mvc plugin,this documentation configurer,public swagger spring mvc plugin ignored parameter types ( class . . . classes ) { this . ignorable parameter types . add all ( arrays . as list ( classes ) ) ; return this ; },public documentation configurer ignored parameter types ( class . . . classes ) { this . ignorable parameter types . add all ( arrays . as list ( classes ) ) ; return this ; },0.2767585913340251,21,0
deeplearning4j_deeplearning4j-132-449,ndarray,an ndarray read from a text file,"public static indarray read txt ( string file path ) { int line num = num ; int row num = num ; int tensor num = num ; char the order = str ; int [ ] the shape = { num , num } ; int rank = num ; double [ ] [ ] subset arr = { { num , num } , { num , num } } ; indarray new arr = nd4j . zeros ( num , num ) ; try { file txt file = new file ( file path ) ; line iterator it = file utils . line iterator ( txt file ) ; try { while ( it . has next ( ) ) { string line = it . next line ( ) ; line num + + ; line = line . replace all ( str , str ) ; if ( line . equals ( str ) | | line . equals ( str ) ) continue ; if ( line num = = num ) { string [ ] line arr = line . split ( str ) ; string file source = line arr [ num ] . replace all ( str , str ) ; if ( ! file source . equals ( str ) ) return null ; } if ( line num = = num ) { string [ ] line arr = line . split ( str ) ; the order = line arr [ num ] . replace ( str , str ) . char at ( num ) ; continue ; } if ( line num = = num ) { string [ ] line arr = line . split ( str ) ; string drop json comma = line arr [ num ] . split ( str ) [ num ] ; string [ ] shape string = drop json comma . replace ( str , str ) . split ( str ) ; rank = shape string . length ; the shape = new int [ rank ] ; for ( int i = num ; i < rank ; i + + ) { try { the shape [ i ] = integer . parse int ( shape string [ i ] ) ; } catch ( number format exception nfe ) { } ; } subset arr = new double [ the shape [ rank - num ] ] [ the shape [ rank - num ] ] ; new arr = nd4j . zeros ( the shape , the order ) ; continue ; } if ( line num > num ) { string [ ] entries = line . replace ( str , str ) . replace all ( str , str ) . replace all ( str , str ) . split ( str ) ; for ( int i = num ; i < the shape [ rank - num ] ; i + + ) { try { subset arr [ row num ] [ i ] = double . parse double ( entries [ i ] ) ; } catch ( number format exception nfe ) { } } row num + + ; if ( row num = = the shape [ rank - num ] ) { indarray sub tensor = nd4j . create ( subset arr ) ; new arr . tensor along dimension ( tensor num , rank - num , rank - num ) . addi ( sub tensor ) ; row num = num ; tensor num + + ; } } } } finally { line iterator . close quietly ( it ) ; } } catch ( ioexception e ) { throw new runtime exception ( str , e ) ; } return new arr ; }","public static indarray read txt ( string file path ) { return read txt ( file path , str ) ; }",0.3322344894210498,1054,0
stephenh_google-web-toolkit-219-4265,the banner,the navigator,public list box place picker view < expenses list place > get places box ( ) { return places box ; },public place picker view < list scaffold place > get places box ( ) { return places box ; },0.1980710302790006,3610,0
pushtorefresh_storio-38-2305,"non - null observable which will emit non - null list with mapped results , list can be empty",non - null observable which will emit non - null list with mapped results and will be subscribed to changes of # query uri,@ non null @ override public observable < list < t > > create observable ( ) { throw exception if rx java is not available ( str ) ; return observable . create ( on subscribe execute as blocking . new instance ( this ) ) ; },@ non null @ override public observable < list < t > > create observable ( ) { throw exception if rx java is not available ( str ) ; return stor iocontent resolver . observe changes of uri ( query . uri ) . map ( map something to execute as blocking . new instance ( this ) ) . start with ( execute as blocking ( ) ) ; },0.504603256781896,3228,1
google_ExoPlayer-604-4829,this builder .,"this factory , for convenience .",public builder set live presentation delay ms ( long live presentation delay ms ) { this . live presentation delay ms = live presentation delay ms ; return this ; },public factory set live presentation delay ms ( long live presentation delay ms ) { assertions . check state ( ! is create called ) ; this . live presentation delay ms = live presentation delay ms ; return this ; },0.33319465319315594,3868,0
apache_hbase-108-2211,number of cleaned regions,number of archiving jobs started .,"int scan ( ) throws ioexception { try { if ( ! already running . compare and set ( false , true ) ) { log . debug ( str ) ; return num ; } triple < integer , map < hregion info , result > , map < hregion info , result > > scan triple = get merged regions and split parents ( ) ; int count = scan triple . get first ( ) ; int merge cleaned = num ; map < hregion info , result > merged regions = scan triple . get second ( ) ; for ( map . entry < hregion info , result > e : merged regions . entry set ( ) ) { if ( this . services . is in maintenance mode ( ) ) { break ; } pair of same type < hregion info > p = meta table accessor . get merge regions ( e . get value ( ) ) ; hregion info region a = p . get first ( ) ; hregion info region b = p . get second ( ) ; if ( region a = = null | | region b = = null ) { log . warn ( str + ( region a = = null ? str : region a . get region name as string ( ) ) + str + ( region b = = null ? str : region b . get region name as string ( ) ) + str + e . get key ( ) . get region name as string ( ) ) ; } else { if ( clean merge region ( e . get key ( ) , region a , region b ) ) { merge cleaned + + ; } } } map < hregion info , result > split parents = scan triple . get third ( ) ; int split cleaned = num ; hash set < string > parent not cleaned = new hash set < > ( ) ; for ( map . entry < hregion info , result > e : split parents . entry set ( ) ) { if ( this . services . is in maintenance mode ( ) ) { break ; } if ( ! parent not cleaned . contains ( e . get key ( ) . get encoded name ( ) ) & & clean parent ( e . get key ( ) , e . get value ( ) ) ) { split cleaned + + ; } else { pair of same type < hregion info > daughters = meta table accessor . get daughter regions ( e . get value ( ) ) ; parent not cleaned . add ( daughters . get first ( ) . get encoded name ( ) ) ; parent not cleaned . add ( daughters . get second ( ) . get encoded name ( ) ) ; } } if ( ( merge cleaned + split cleaned ) ! = num ) { log . info ( str + count + str + merge cleaned + str + split cleaned + str ) ; } else if ( log . is trace enabled ( ) ) { log . trace ( str + count + str + merge cleaned + str + split cleaned + str ) ; } return merge cleaned + split cleaned ; } finally { already running . set ( false ) ; } }","int scan ( ) throws ioexception { int result = num ; try { if ( ! already running . compare and set ( false , true ) ) { log . debug ( str ) ; return result ; } triple < integer , map < hregion info , result > , map < hregion info , result > > scan triple = get merged regions and split parents ( ) ; map < hregion info , result > merged regions = scan triple . get second ( ) ; for ( map . entry < hregion info , result > e : merged regions . entry set ( ) ) { if ( this . services . is in maintenance mode ( ) ) { break ; } pair of same type < hregion info > p = meta table accessor . get merge regions ( e . get value ( ) ) ; hregion info region a = p . get first ( ) ; hregion info region b = p . get second ( ) ; if ( region a = = null | | region b = = null ) { log . warn ( str + ( region a = = null ? str : region a . get short name to log ( ) ) + str + ( region b = = null ? str : region b . get short name to log ( ) ) + str + e . get key ( ) . get short name to log ( ) ) ; } else { if ( clean merge region ( e . get key ( ) , region a , region b ) ) { result + + ; } } } map < hregion info , result > split parents = scan triple . get third ( ) ; hash set < string > parent not cleaned = new hash set < > ( ) ; for ( map . entry < hregion info , result > e : split parents . entry set ( ) ) { if ( this . services . is in maintenance mode ( ) ) { break ; } if ( ! parent not cleaned . contains ( e . get key ( ) . get encoded name ( ) ) & & clean parent ( e . get key ( ) , e . get value ( ) ) ) { result + + ; } else { pair of same type < hregion info > daughters = meta table accessor . get daughter regions ( e . get value ( ) ) ; parent not cleaned . add ( daughters . get first ( ) . get encoded name ( ) ) ; parent not cleaned . add ( daughters . get second ( ) . get encoded name ( ) ) ; } } return result ; } finally { already running . set ( false ) ; } }",0.21150842557350794,4006,0
apache_flink-923-7186,the connected data stream .,the connected streams .,"public < r > connected data stream < t , r > connect ( data stream < r > data stream ) { return new connected data stream < t , r > ( environment , this , data stream ) ; }","public < r > connected streams < t , r > connect ( data stream < r > data stream ) { return new connected streams < t , r > ( environment , this , data stream ) ; }",0.7325498660405477,2916,1
OpenAPITools_openapi-generator-95-2944,java . util . map,map,"public java . util . map < string , integer > get inventory ( ) throws api exception { object post body = null ; string path = str . replace all ( str , str ) ; java . util . list < pair > query params = new java . util . array list < pair > ( ) ; java . util . map < string , string > header params = new java . util . hash map < string , string > ( ) ; java . util . map < string , object > form params = new java . util . hash map < string , object > ( ) ; final string [ ] accepts = { str , str } ; final string accept = api client . select header accept ( accepts ) ; final string [ ] content types = { } ; final string content type = api client . select header content type ( content types ) ; string [ ] auth names = new string [ ] { str } ; type ref return type = new type ref < java . util . map < string , integer > > ( ) { } ; return api client . invoke api ( path , str , query params , post body , header params , form params , accept , content type , auth names , return type ) ; }","public map < string , integer > get inventory ( ) throws api exception { object post body = null ; string path = str . replace all ( str , str ) ; list < pair > query params = new array list < pair > ( ) ; map < string , string > header params = new hash map < string , string > ( ) ; map < string , object > form params = new hash map < string , object > ( ) ; final string [ ] accepts = { str , str } ; final string accept = api client . select header accept ( accepts ) ; final string [ ] content types = { } ; final string content type = api client . select header content type ( content types ) ; string [ ] auth names = new string [ ] { str } ; type ref return type = new type ref < map < string , integer > > ( ) { } ; return api client . invoke api ( path , str , query params , post body , header params , form params , accept , content type , auth names , return type ) ; }",0.1601260987420877,5333,0
sonatype_sisu-18-7314,qualified bean entry,qualified bean,"private entry < q , t > extract qualified bean ( final int index ) { if ( exposed ) { beans = new array list < deferred bean entry < q , t > > ( beans ) ; exposed = false ; } final deferred bean entry < q , t > bean = beans . remove ( index ) ; if ( default _ qualifier . equals ( bean . get key ( ) ) ) { default index - - ; } return bean ; }","private qualified bean < q , t > extract qualified bean ( final int index ) { if ( exposed ) { beans = new array list < qualified bean < q , t > > ( beans ) ; exposed = false ; } final qualified bean < q , t > bean = beans . remove ( index ) ; if ( default _ qualifier . equals ( bean . get key ( ) ) ) { default index - - ; } return bean ; }",0.5303645531336466,5789,1
spring-projects_spring-framework-356-3422,an object or null,a response entity instance,"protected object handle missing servlet request part ( missing servlet request part exception ex , http headers headers , http status status , web request request ) { return handle exception internal ( ex , headers , status , request ) ; }","protected response entity < object > handle missing servlet request part ( missing servlet request part exception ex , http headers headers , http status status , web request request ) { return handle exception internal ( ex , null , headers , status , request ) ; }",0.23428339014450708,1243,0
apache_commons-math-664-4639,this instance .,a new instance .,public levenberg marquardt optimizer with cost relative tolerance ( double new cost relative tolerance ) { this . cost relative tolerance = new cost relative tolerance ; return self ( ) ; },"public levenberg marquardt optimizer with cost relative tolerance ( double cost relative tolerance ) { return new levenberg marquardt optimizer ( initial step bound factor , cost relative tolerance , par relative tolerance , ortho tolerance , qr ranking threshold ) ; }",0.286037128418684,2284,0
codehaus_groovy-git-194-4811,a list,the resulting collection,"public static list plus ( collection left , object right ) { list answer = new array list ( left . size ( ) + num ) ; answer . add all ( left ) ; answer . add ( right ) ; return answer ; }","public static collection plus ( collection left , object right ) { collection answer ; if ( left instanceof set ) answer = new hash set ( ) ; else answer = new array list ( left . size ( ) + num ) ; answer . add all ( left ) ; answer . add ( right ) ; return answer ; }",0.3190051317214966,3161,0
jvalkeal_spring-yarn-12-7486,holder containing response,the find running job executions res,"private mind rpc message holder handle find running job executions ( mind rpc message holder holder ) { mind rpc message holder out holder = null ; try { find running job executions req request = job repository rpc factory . convert ( holder , find running job executions req . class ) ; set < job execution > job executions = job execution dao . find running job executions ( request . job name ) ; find running job executions res response = new find running job executions res ( ) ; response . job executions = new hash set < job execution type > ( ) ; for ( job execution job execution : job executions ) { response . job executions . add ( job repository rpc factory . build job execution type ( job execution ) ) ; } byte [ ] bytes = mapper . write value as bytes ( response ) ; out holder = new mind rpc message holder ( null , bytes ) ; } catch ( exception e ) { log . error ( str , e ) ; } return out holder ; }","private find running job executions res handle find running job executions ( find running job executions req request ) { find running job executions res response = null ; try { set < job execution > job executions = job execution dao . find running job executions ( request . job name ) ; response = new find running job executions res ( ) ; response . job executions = new hash set < job execution type > ( ) ; for ( job execution job execution : job executions ) { response . job executions . add ( job repository rpc factory . build job execution type ( job execution ) ) ; } } catch ( exception e ) { log . error ( str , e ) ; } return response ; }",0.2931911249955495,4333,0
brianfrankcooper_YCSB-24-2373,"zero on success , a non - zero error code on error",the result of the operation .,"public int delete ( string table , string key ) { long ist = _ measurements . get intendedtart time ns ( ) ; long st = system . nano time ( ) ; int res = _ db . delete ( table , key ) ; long en = system . nano time ( ) ; measure ( str , ist , st , en ) ; _ measurements . report return code ( str , res ) ; return res ; }","public status delete ( string table , string key ) { long ist = _ measurements . get intendedtart time ns ( ) ; long st = system . nano time ( ) ; status res = _ db . delete ( table , key ) ; long en = system . nano time ( ) ; measure ( str , res , ist , st , en ) ; _ measurements . report status ( str , res ) ; return res ; }",0.18351844449838003,1244,0
elastic_elasticsearch-7-10,the local checkpoint on the target,the send snapshot result,"long phase2 ( final long starting seq no , long required seq no range start , long ending seq no , final translog . snapshot snapshot , final long max seen auto id timestamp , final long max seq no of updates or deletes ) throws ioexception { if ( shard . state ( ) = = index shard state . closed ) { throw new index shard closed exception ( request . shard id ( ) ) ; } cancellable threads . check for cancel ( ) ; final stop watch stop watch = new stop watch ( ) . start ( ) ; logger . trace ( str + starting seq no + str + str + required seq no range start + str + ending seq no + str ) ; final send snapshot result result = send snapshot ( starting seq no , required seq no range start , ending seq no , snapshot , max seen auto id timestamp , max seq no of updates or deletes ) ; stop watch . stop ( ) ; logger . trace ( str , stop watch . total time ( ) ) ; response . phase2 time = stop watch . total time ( ) . millis ( ) ; response . phase2 operations = result . total operations ; return result . target local checkpoint ; }","send snapshot result phase2 ( long starting seq no , long required seq no range start , long ending seq no , translog . snapshot snapshot , long max seen auto id timestamp , long max seq no of updates or deletes ) throws ioexception { assert required seq no range start < = ending seq no + num : str + required seq no range start + str + ending seq no ; assert starting seq no < = required seq no range start : str + starting seq no + str + required seq no range start ; if ( shard . state ( ) = = index shard state . closed ) { throw new index shard closed exception ( request . shard id ( ) ) ; } final stop watch stop watch = new stop watch ( ) . start ( ) ; logger . trace ( str + starting seq no + str + str + required seq no range start + str + ending seq no + str ) ; int ops = num ; long size = num ; int skipped ops = num ; int total sent ops = num ; final atomic long target local checkpoint = new atomic long ( sequence numbers . unassigned _ seq _ no ) ; final list < translog . operation > operations = new array list < > ( ) ; final local checkpoint tracker required ops tracker = new local checkpoint tracker ( ending seq no , required seq no range start - num ) ; final int expected total ops = snapshot . total operations ( ) ; if ( expected total ops = = num ) { logger . trace ( str ) ; } final cancellable threads . iointerruptible send batch = ( ) - > { final long target checkpoint = recovery target . index translog operations ( operations , expected total ops , max seen auto id timestamp , max seq no of updates or deletes ) ; target local checkpoint . set ( target checkpoint ) ; } ; translog . operation operation ; while ( ( operation = snapshot . next ( ) ) ! = null ) { if ( shard . state ( ) = = index shard state . closed ) { throw new index shard closed exception ( request . shard id ( ) ) ; } cancellable threads . check for cancel ( ) ; final long seq no = operation . seq no ( ) ; if ( seq no < starting seq no | | seq no > ending seq no ) { skipped ops + + ; continue ; } operations . add ( operation ) ; ops + + ; size + = operation . estimate size ( ) ; total sent ops + + ; required ops tracker . mark seq no as completed ( seq no ) ; if ( size > = chunk size in bytes ) { cancellable threads . execute io ( send batch ) ; logger . trace ( str , ops , new byte size value ( size ) , expected total ops ) ; ops = num ; size = num ; operations . clear ( ) ; } } if ( ! operations . is empty ( ) | | total sent ops = = num ) { cancellable threads . execute io ( send batch ) ; } assert expected total ops = = snapshot . skipped operations ( ) + skipped ops + total sent ops : string . format ( locale . root , str , expected total ops , snapshot . skipped operations ( ) , skipped ops , total sent ops ) ; if ( required ops tracker . get checkpoint ( ) < ending seq no ) { throw new illegal state exception ( str + str + required seq no range start + str + ending seq no + str + ( required ops tracker . get checkpoint ( ) + num ) + str ) ; } logger . trace ( str , ops , new byte size value ( size ) , expected total ops ) ; stop watch . stop ( ) ; final time value took time = stop watch . total time ( ) ; logger . trace ( str , took time ) ; return new send snapshot result ( target local checkpoint . get ( ) , total sent ops , took time ) ; }",0.2613995174566905,3378,0
apache_commons-cli-8-6627,read - only list of option objects in this descriptor,read - only collection of option objects in this descriptor,public list get options ( ) { return collections . unmodifiable list ( options ) ; },public collection get options ( ) { return collections . unmodifiable collection ( short opts . values ( ) ) ; },0.521007776260376,4173,1
apache_kafka-6-333,this,new joined instance configured with the value serde,"public joined < k , v , vo > with value serde ( final serde < v > value serde ) { this . value serde = value serde ; return this ; }","public joined < k , v , vo > with value serde ( final serde < v > value serde ) { return new joined < > ( key serde , value serde , other value serde , name ) ; }",0.31264026711384457,2753,0
